,%top,ER1,ER2,ER3,ER4,ER5,ER6,ER7,EZ,LMW,LVR1,LVR1+4,LVR1+4/3+6,LVR2,LVR3,LVR3+6,LVR4,LVR5,LVR6,LVR7,LVWhole,RS,Rh source,SStoutR1,SStoutR2,SStoutR3,SStoutR4,Type,VB,boron reagent,equivs boron reagent,ligand,mol% Rh,mol% ligand,solvent,substrate,temp,time,yield
23,98,0,0,-0.09,0,0,-0.09,0,0,272.1565006,0,0,0,0,94.18429025,188.3685805,0,0,94.18429025,20.25598522,279.4546413,0,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.9,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1.5,95
24,2.5,0,0,0,-0.17,0,0,-0.15,0,192.1514153,30.36444165,51.93865635,51.93865635,0,0,0,21.5742147,0,0,84.57992612,208.408658,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.73,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,96
25,0.86,0,0,0,-0.17,0,0,-0.15,0,220.1827154,64.9564121,86.53062679,86.53062679,0,0,0,21.5742147,0,0,84.57992612,243.0006285,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.74,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90
26,3,0.01,0,0,-0.17,0,0,-0.15,0,206.1670653,47.66042687,69.23464157,69.23464157,0,0,0,21.5742147,0,0,84.57992612,225.7046432,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.75,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,88
27,0.4,0,0,0,-0.17,0,0,-0.15,0,234.1983655,82.25239732,103.826612,103.826612,0,0,0,21.5742147,0,0,84.57992612,260.2966137,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.76,1.5,3.3,dioxane/water ,O=C1CCCC=C1,30,1,90
28,6.75,0.45,0,0,-0.17,0,0,-0.15,0,220.1463299,53.81419488,75.38840957,75.38840957,0,0,0,21.5742147,0,0,84.57992612,231.8584112,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,1.5,L3.77,1.5,3.3,dioxane/water ,O=C1CCCC=C1,20,3,93
29,95,0,0,0,0,-0.17,-0.01,-0.27,0,240.1514153,0,0,0,0,0,76.88830503,0,21.5742147,76.88830503,76.07416785,246.4267631,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.40,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90
30,98,0,0,0,0,-0.17,-0.01,-0.27,0,254.1670653,0,0,0,0,0,94.18429025,0,21.5742147,94.18429025,76.07416785,263.7227483,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.41,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,88
31,96.5,0,0,0,0,-0.17,0,-0.27,0,268.1463299,0,0,0,0,0,100.3380583,0,21.5742147,100.3380583,76.07416785,269.8765164,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.42,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,90
32,97.6,0,0,0,0,-0.17,-0.03,-0.27,0,254.1670653,0,0,0,0,0,94.18429025,0,21.5742147,94.18429025,76.07416785,263.7227483,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.46,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,81
33,95.5,0,0,0,0,-0.17,0,-0.27,0,296.2140155,0,0,0,0,0,146.0722459,0,21.5742147,146.0722459,76.07416785,315.610704,0.5,[Rh(C2H4)2Cl]2,22.51198396,19.43509996,0,0,Lam,134.6239983,OB(O)c1ccccc1,2,L3.47,1,2.2,MeOH/CH2Cl2,O=C1CCCC=C1,25,20,87
